Property,Alternate Name,Description,Address,Historic District,Construction Date,the_geom,Longitude,Latitude,Photo,Images,Additional Information
Henderson House,,"The Henderson House, located at 1510 South Ringo Street, is a Craftsman style house. Listed in the National Register of Historic Places in 5/28/1999, it was constructed in 1925 for Benjamin D. Henderson, whose uncle was John E. Bush.  This two-story weatherboard house was considered one of social status in the African American community.  Henderson, an officer of the Mosaic Templars, was a respected black leader in Little Rock.",1510  S Ringo,,1925,POINT (-92.285282230983 34.73561223647),-92.28528223,34.73561224,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9827/PU9827.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9827/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9827/PU9827_ai.pdf
Nash House,,"This tall two-story frame house on 6th Street in downtown Little Rock is similar to the adjacent house on the west at 601 Rock, designed by Charles Thompson around the same time for Walter Nash ca. 1907. This house is an unusual and attractive variation of the firm's many two-story houses with hipped roof and Colonial Revival details.  The structure was listed on the National Register of Historic Places on 12/22/1982.",409  E 6th,Macarthur Park Historic District,1907,POINT (-92.267247302981 34.742424451019),-92.2672473,34.74242445,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU2802/PU2802.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU2802/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU2802/PU2802_ai.pdf
Womack House,,"The Womack House, located at 1867 South Ringo Street, is a Bungalow style house. Listed in the National Register of Historic Places in 5/28/1999 it was constructed in 1922 for Dr. A. A. Womack’s family.  This white weatherboard house features a gabled roof and a covered porch supported by brick and wooden columns.  It is unsure whether he demolished the shotgun house that was at that address or he expanded and remodeled it.  His medical office was on 9th street and his wife was a clerk at the Mosaic Templars Of America.",1867  S Ringo,Paul Laurence Dunbar School Neighborhood Historic District,1922,POINT (-92.285470614778 34.731209973576),-92.28547061,34.73120997,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9830/PU9830.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9830/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9830/PU9830_ai.pdf
Fulk-Arkansas Democrat Building,,"The Fulk-Arkansas Democrat Building was designed by Charles L. Thompson in the Neoclassical Revival style in 1916 and completed in 1917 along Little Rock’s historic Main Street. The building was designed to serve as the print shop and headquarters for the Arkansas Democrat newspaper, which occupied the building from 1917 until 1930. The building is a simple rectangle in plan with a variety of neoclassical details that accent the early 20th century commercial building.",613  S Main,,1916,POINT (-92.271164656325 34.742557749717),-92.27116466,34.74255775,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0237/PU0237.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0237/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0237/PU0237_ai.pdf
Union Life Building- Providential Place,,"The work of prominent architect George R. Mann, the Union Life Building is unique among Little Rock’s early twentieth-century office towers. The building is a fine example of the Chicago Style commercial architecture pioneered in the late nineteenth and early twentieth centuries by Louis Sullivan and Burnham and Root.   The structure was listed on the National Register of Historic Places on 9/25/1981.",212  S Center,,1918,POINT (-92.273189412761 34.746951986454),-92.27318941,34.74695199,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3250/PU3250.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3250/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3250/PU3250_ai.pdf
"Clayborn, John Henry, House",,"The John Henry Clayborn House, 1800 Marshall Street, is a two-story, brick Craftsman style house. Listed in the National Register of Historic Places in 5/24/2006, it was constructed in 1925 for John Henry Clayborn.  Clayborn was a great inspiration for African Americans due to his influence in preaching at the African Methodist Episcopal Church, the educating he did, both in West Africa and the United States, and the rest of his long list of accomplishments.",1800  S Marshall,Central High School Neighborhood Historic District,1925,POINT (-92.292151898536 34.733439346855),-92.2921519,34.73343935,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU4274/PU4274.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU4274/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU4274/PU4274_ai.pdf
"Davidson, Julian Bunn House",,The Davidson House was built in 1951 by local architect Julian Bunn Davidson as a single family house for his family and the only house he ever designed.  Davidson was the first architect in the state that was also a licensed engineer.  It is the only residential structure remaining on the State Capitol grounds and has housed offices of the Secretary of State and the Capitol Zoning District Commission. The structure was listed on the National Register of Historic Places on 3/10/2014.,410  S Battery,,1952,POINT (-92.29396026155 34.747132359289),-92.29396026,34.74713236,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9754/PU9754.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9754/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU9754/PU9754_ai.pdf
St. Andrew's Catholic Cathedral,,"Construction of St. Andrew’s Cathedral, designed by architect Thomas Harding, was started in 1878 and completed three years later. The structure was listed on the National Register of Historic Places on 11/13/1986.  St.  Andrews Cathedral is the oldest existing church building in Little Rock.  St. Andrew’s parish was organized in 1838 and it erected a church building the next year on property directly opposite the present building.",617 Louisiana,,1878,POINT (-92.272348047831 34.742515792867),-92.27234805,34.74251579,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0244/PU0244.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0244/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0244/PU0244_ai.pdf
Little Rock Central Fire Station,,"The Little Rock Central Fire Station, located at 520 West Markham, is a Neo-Classical civic architectural style structure that was inspired by the Beaux Arts.  Listed in the National Register of Historic Places in 10/18/1979, it was designed by architects Charles L. Thompson and Tom Harding and constructed in 1913 as the headquarters of the Little Rock Fire Department.   This two-story brick building’s front façade is elegantly decorated with four columns and floor-to-ceiling glass doors.  Since listing, it has been remodeled to hold city offices and is known as the West Annex.",520  W Markham,,1913,POINT (-92.275998588523 34.749178248678),-92.27599859,34.74917825,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3238/PU3238.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3238/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3238/PU3238_ai.pdf
Martin Cemetery,,"The Martin Cemetery is one of the oldest cemeteries in Little Rock. Some of the earlier burials in the cemetery are of the Martin family which was in the area as early as 1818.  Various grave markers had funerary iconographies such as open Bibles, crosses, clasped hands, drapery, floral motifs, lambs, and sheaves of wheat or grain.  Two markers include the signature of the stone carver.",10900 Interstate 30,,1833,POINT (-92.397844241056 34.664651612352),-92.39784424,34.66465161,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU10092/PU10092.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU10092/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU10092/PU10092_ai.pdf
Hotel Freiderica,,"Hotel Freiderica was built in 1914. The man who started the hotel, Fred W. Allsopp, dreamed of having not just the best hotel in Little Rock but in Arkansas as well. Popular architect Theodore M. Sanders was hired and designed the building. At this time the building had a 20th century Commercial style. In 1941, the owner at the time, Sam Peck renovated the building and hired Edward Durrell Stone to modernize the hotel. Stone designed an addition with the new and popular International style. The structure was listed on the National Register of Historic Places on 9/27/2003.",625  W Capitol,,1914,POINT (-92.278127935347 34.744891013177),-92.27812794,34.74489101,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU4654/PU4654.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU4654/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU4654/PU4654_ai.pdf
A.E. Bush House,,"The Bush House, located at 1516 Ringo Street, is a Craftsman style house. Listed in the National Register of Historic Places in 12/22/1982, it was designed by architects Thompson and Harding and constructed in 1919.  This two-story house is capped by two gables.  The lower gable is held up by large fieldstone pillars surrounding the front porch.",1516  S Ringo,,1919,POINT (-92.285326234418 34.735467075614),-92.28532623,34.73546708,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3185/PU3185.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3185/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3185/PU3185_ai.pdf
"Knoop, Werner House",,"Construction on the Knoop House started in 1936 and ended in 1937.  The structure was listed on the National Register of Historic Places on 8/3/1990.   The house is located in the Hillcrest area and originally belonged to Werner and Faith Knoop. Werner Knoop was the first Mayor of Little Rock under the city manager form of government. His wife, Faith, was a well-published author.  Modernistic styling was never common for domestic architecture thus, making the Knoop House, one of the few Art Modern styled homes in Little Rock, one of a kind.",6  Ozark Point,Hillcrest Historic District,1936,POINT (-92.30520839777 34.755558853219),-92.3052084,34.75555885,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0296/PU0296.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0296/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU0296/PU0296_ai.pdf
"Thompson, Ada Memorial Home",,"The Ada Thompson Memorial Home, originally known as the Old Ladies Home of Little Rock, at 2021 South Main Street, is a Georgian Revival style house that was built to house elderly women. Listed in the National Register of Historic Places in 8/3/1977, it was designed by architects Frank Gibb and Theodore Sanders and constructed in 1909. Attention is drawn to the two-and-one-half-story brick building’s elegantly detailed portico.  The two-story portico features large, white columns that hold up the hipped roof covering.",2021  S Main,South Main Residential Historic District,1909,POINT (-92.273351381136 34.729025784166),-92.27335138,34.72902578,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3230/PU3230.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3230/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU3230/PU3230_ai.pdf
Powell Towers,,"Jesse Powell Towers, located at 1010 Wolfe Street, is an example of the federally funded senior citizen housing projects of the late mid twentieth century as initiated by the Housing Act of 1956.  It was designed by Dan Stowers and Dan Stowers, Jr. and was listed in the National Register of Historic Places on March 7, 2017.",1010 Wolfe St,,1975,POINT (-92.293406036736 34.740999258796),-92.29340604,34.74099926,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU10161/PU10161.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU10161/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU10161/PU10161_ai.pdf
Trinity Hospital,,"The Trinity Hospital, located on the Southwest Corner of Main and 20th Streets, is a Classical Revival style structure. Listed in the National Register of Historic Places in 11/18/1998, it was designed by architect Maximilian F. Mayer and constructed in 1924 by the Herron and Rose Co.  This two-story brick hospital was the first in Arkansas to allow a prepayment plan, the Trinity Plan, where you pay a set fee every month to cover future hospital visit expenses.  This plan benefited both doctor and patient from the stress of having to deal with financial issues.",2000  S Main,South Main Residential Historic District,1924,POINT (-92.274133903035 34.729569778812),-92.2741339,34.72956978,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU2805/PU2805.jpg,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU2805/Images/phpslideshow.php,https://maps.littlerock.gov/webapps/LR_Historic_Sites/Data/PU2805/PU2805_ai.pdf
